generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
100,10000,11.173663366336633,22.0,1.0,1.0,1.0,45,15.7746
101,10000,11.342970297029703,25.0,1.0,1.0,1.0,47,15.8853
102,10000,11.47980198019802,27.0,1.0,1.0,1.0,51,16.0585
103,10000,12.13029702970297,25.0,1.0,1.0,1.0,67,16.1874
104,10000,11.535247524752474,23.0,1.0,1.0,1.0,81,16.328
105,10000,11.848910891089108,25.0,1.0,1.0,1.0,64,16.5048
106,10000,13.358019801980198,28.0,1.0,1.0,1.0,58,16.6986
107,10000,12.404752475247525,25.0,1.0,1.0,1.0,52,16.8964
108,10000,11.995841584158416,25.0,1.0,1.0,1.0,54,17.0726
109,10000,13.602574257425742,28.0,1.0,1.0,1.0,46,17.1892
110,10000,13.468118811881189,28.0,1.0,1.0,1.0,41,17.3354
111,10000,11.695643564356436,23.0,1.0,1.0,1.0,52,17.5249
112,10000,12.643366336633663,25.0,1.0,1.0,1.0,40,17.8074
113,10000,13.446336633663366,26.0,1.0,1.0,1.0,42,18.0382
114,10000,13.293861386138614,28.0,1.0,1.0,1.0,40,18.3117
115,10000,13.714257425742574,27.0,1.0,1.0,1.0,41,18.506
116,10000,14.297227722772277,28.0,1.0,1.0,1.0,43,18.7811
117,10000,13.78079207920792,27.0,1.0,1.0,1.0,42,18.9249
118,10000,13.703564356435644,30.0,1.0,1.0,1.0,56,19.0924
119,10000,13.115445544554456,28.0,1.0,1.0,1.0,48,19.2485
120,10000,13.711881188118811,30.0,1.0,1.0,1.0,47,19.4275
121,10000,14.004554455445545,30.0,1.0,1.0,1.0,44,19.5474
122,10000,14.393861386138614,30.0,1.0,1.0,1.0,50,19.7249
123,10000,14.83069306930693,30.0,1.0,1.0,1.0,47,19.8882
124,10000,14.086336633663366,29.0,1.0,1.0,1.0,48,19.9861
125,10000,14.156633663366337,27.0,1.0,1.0,1.0,56,20.1757
126,10000,15.11108910891089,30.0,1.0,1.0,1.0,63,20.3548
127,10000,14.193465346534653,28.0,1.0,1.0,1.0,62,20.3989
128,10000,15.225742574257426,30.0,1.0,1.0,1.0,57,20.5688
129,10000,14.908910891089109,30.0,1.0,1.0,1.0,64,20.7221
130,10000,14.44990099009901,32.0,1.0,1.0,1.0,53,20.8208
131,10000,15.522772277227723,31.0,1.0,1.0,1.0,50,21.0141
132,10000,15.576831683168317,26.0,1.0,1.0,1.0,41,21.2401
133,10000,14.866138613861386,30.0,1.0,1.0,1.0,44,21.3927
134,10000,16.08970297029703,28.0,1.0,1.0,1.0,39,21.7518
135,10000,15.598415841584158,28.0,1.0,1.0,1.0,43,21.9447
136,10000,15.20039603960396,30.0,1.0,1.0,1.0,40,22.1528
137,10000,16.267524752475246,34.0,1.0,1.0,1.0,44,22.2479
138,10000,15.991881188118812,30.0,1.0,1.0,1.0,50,22.291
139,10000,15.624554455445544,30.0,1.0,1.0,1.0,49,22.4893
140,10000,14.345940594059407,31.0,1.0,1.0,1.0,55,22.5457
141,10000,17.675841584158416,32.0,1.0,1.0,1.0,43,22.707
142,10000,16.804950495049503,31.0,1.0,1.0,1.0,46,22.8297
143,10000,16.57029702970297,32.0,1.0,1.0,1.0,45,23.0939
144,10000,17.608514851485147,35.0,1.0,1.0,1.0,44,23.2575
145,10000,16.914059405940595,31.0,1.0,1.0,1.0,53,23.4347
146,10000,16.173663366336633,29.0,1.0,1.0,1.0,69,23.4748
147,10000,16.86970297029703,29.0,1.0,1.0,1.0,62,23.6612
148,10000,17.07980198019802,30.0,1.0,1.0,1.0,67,23.8144
149,10000,17.838811881188118,33.0,1.0,1.0,1.0,64,24.0772
150,10000,17.447128712871287,33.0,1.0,1.0,1.0,60,24.2306
151,10000,17.175445544554456,32.0,1.0,1.0,1.0,51,24.4237
152,10000,16.951683168316833,32.0,1.0,1.0,1.0,55,24.5591
153,10000,17.82237623762376,31.0,1.0,1.0,1.0,59,24.6368
154,10000,17.06118811881188,32.0,1.0,1.0,1.0,48,24.766
155,10000,17.605148514851486,29.0,1.0,1.0,1.0,54,24.7987
156,10000,18.17148514851485,33.0,1.0,1.0,1.0,49,25.0145
157,10000,18.545544554455446,35.0,1.0,1.0,1.0,49,25.2424
158,10000,17.62138613861386,36.0,1.0,1.0,1.0,49,25.4501
159,10000,17.822574257425742,31.0,1.0,1.0,1.0,49,25.5617
160,10000,18.552475247524754,32.0,1.0,1.0,1.0,47,25.7309
161,10000,18.097425742574256,32.0,1.0,1.0,1.0,42,26.0123
162,10000,17.757425742574256,34.0,1.0,1.0,1.0,45,26.134
163,10000,17.244554455445545,30.0,1.0,1.0,1.0,41,26.2864
164,10000,19.094455445544554,32.0,1.0,1.0,1.0,40,26.4225
165,10000,18.934059405940594,34.0,1.0,1.0,1.0,36,26.6231
166,10000,18.60732673267327,32.0,1.0,1.0,1.0,35,26.8113
167,10000,19.28277227722772,38.0,1.0,1.0,1.0,43,26.9702
168,10000,19.13049504950495,33.0,1.0,1.0,1.0,44,27.0775
169,10000,20.565346534653465,40.0,1.0,1.0,1.0,48,27.2232
170,10000,19.724752475247524,42.0,1.0,1.0,1.0,57,27.4425
171,10000,19.194059405940592,37.0,1.0,1.0,1.0,59,27.5046
172,10000,20.35980198019802,35.0,1.0,1.0,1.0,57,27.691
173,10000,19.70118811881188,34.0,1.0,1.0,1.0,52,27.9249
174,10000,19.813465346534652,31.0,1.0,1.0,1.0,47,28.1188
175,10000,20.19207920792079,35.0,1.0,1.0,1.0,47,28.2683
176,10000,19.766336633663368,36.0,1.0,1.0,1.0,44,28.4651
177,10000,18.984950495049507,31.0,1.0,1.0,1.0,44,28.634
178,10000,19.223168316831682,33.0,1.0,1.0,1.0,46,28.6854
179,10000,19.55821782178218,33.0,1.0,1.0,1.0,51,28.9088
180,10000,19.82752475247525,35.0,1.0,1.0,1.0,48,29.05
181,10000,20.167722772277227,34.0,1.0,1.0,1.0,48,29.2259
182,10000,20.933465346534653,34.0,1.0,1.0,1.0,44,29.2815
183,10000,20.563366336633663,38.0,1.0,1.0,1.0,42,29.38
184,10000,21.105148514851486,38.0,1.0,1.0,1.0,47,29.4998
